Age_Category,Gender,Occupational_Status,Annual_Salary,State,City,Latitude,Longitude,Residence,OTT_Platforms
21-30,Male,Self Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Netflix
21-30,Male,Self Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Amazon Prime
21-30,Male,Self Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Disney+ Hotstar
21-30,Male,Self Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Voot
21-30,Female,Student,,Karnataka,Mangalore,12.8703,74.8806,Town/City,Netflix
21-30,Female,Student,,Karnataka,Mangalore,12.8703,74.8806,Town/City,Amazon Prime
21-30,Female,Student,,Karnataka,Mangalore,12.8703,74.8806,Town/City,Disney+ Hotstar
21-30,Female,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Netflix
21-30,Female,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Amazon Prime
21-30,Female,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Disney+ Hotstar
31-40,Female,Employed,more than 9 lakhs,Kerala,Sulthan Bathery,11.6629,76.257,Town/City,Netflix
11-20,Male,Student,,Karnataka,Mysore,12.3086,76.6531,Town/City,Netflix
11-20,Male,Student,,Karnataka,Mysore,12.3086,76.6531,Town/City,Amazon Prime
11-20,Female,Unemployed,,Kerala,Kottayam,9.5916,76.5222,Town/City,Netflix
11-20,Female,Unemployed,,Kerala,Kottayam,9.5916,76.5222,Town/City,Amazon Prime
11-20,Female,Unemployed,,Kerala,Kottayam,9.5916,76.5222,Town/City,Disney+ Hotstar
11-20,Female,Unemployed,,Kerala,Kottayam,9.5916,76.5222,Town/City,Voot
21-30,Male,Student,,Gujarat,Vadodara,22.3,73.2,Town/City,Netflix
21-30,Male,Student,,Gujarat,Vadodara,22.3,73.2,Town/City,Amazon Prime
21-30,Female,Student,,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Netflix
21-30,Female,Student,,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Amazon Prime
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Netflix
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Amazon Prime
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,YouTube
31-40,Female,Employed,between 3 and 6 lakhs,Kerala,Ernakulam,9.9816,76.2999,Town/City,Netflix
31-40,Female,Employed,between 3 and 6 lakhs,Kerala,Ernakulam,9.9816,76.2999,Town/City,Amazon Prime
31-40,Female,Employed,between 3 and 6 lakhs,Kerala,Ernakulam,9.9816,76.2999,Town/City,Disney+ Hotstar
21-30,Female,Student,,Kerala,Thalayolaparambu,9.785,76.4496,Rural,Netflix
21-30,Female,Student,,Kerala,Thalayolaparambu,9.785,76.4496,Rural,Amazon Prime
21-30,Female,Student,,Kerala,Thalayolaparambu,9.785,76.4496,Rural,Disney+ Hotstar
21-30,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Netflix
21-30,Male,Student,,Maharashtra,Osmanabad,18.1667,76.05,Town/City,Netflix
21-30,Male,Student,,Maharashtra,Osmanabad,18.1667,76.05,Town/City,Amazon Prime
31-40,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Netflix
31-40,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Amazon Prime
31-40,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Disney+ Hotstar
41-50,Female,Employed,between 1 and  3 lakhs,Kerala,Kochi,9.9667,76.2833,Town/City,Amazon Prime
41-50,Female,Employed,between 1 and  3 lakhs,Kerala,Kochi,9.9667,76.2833,Town/City,Disney+ Hotstar
11-20,Male,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,Netflix
11-20,Male,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,Amazon Prime
11-20,Male,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,Disney+ Hotstar
21-30,Male,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,Netflix
21-30,Male,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,Amazon Prime
21-30,Male,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Netflix
21-30,Male,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Amazon Prime
21-30,Male,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Disney+ Hotstar
31-40,Male,Employed,less than 1 lakh,Karnataka,Bangalore,12.9699,77.598,Town/City,Netflix
31-40,Male,Employed,less than 1 lakh,Karnataka,Bangalore,12.9699,77.598,Town/City,Amazon Prime
21-30,Male,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Netflix
21-30,Male,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Amazon Prime
21-30,Male,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Disney+ Hotstar
11-20,Male,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Netflix
11-20,Male,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Amazon Prime
11-20,Male,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Disney+ Hotstar
41-50,Female,Employed,between 1 and  3 lakhs,Karnataka,Bangalore,12.9699,77.598,Rural,Netflix
41-50,Female,Employed,between 1 and  3 lakhs,Karnataka,Bangalore,12.9699,77.598,Rural,Amazon Prime
41-50,Female,Employed,between 1 and  3 lakhs,Karnataka,Bangalore,12.9699,77.598,Rural,Zee5
21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Netflix
21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Amazon Prime
21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Disney+ Hotstar
11-20,Female,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,Netflix
11-20,Female,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,Amazon Prime
11-20,Female,Student,,Jharkhand,Deoghar,24.4852,86.6948,Town/City,Netflix
11-20,Female,Student,,Jharkhand,Deoghar,24.4852,86.6948,Town/City,Amazon Prime
11-20,Female,Student,,Jharkhand,Deoghar,24.4852,86.6948,Town/City,Disney+ Hotstar
21-30,Male,Employed,between 6 and 9 lakhs,Kerala,Kannur,11.8745,75.3704,Rural,Netflix
21-30,Male,Employed,between 6 and 9 lakhs,Kerala,Kannur,11.8745,75.3704,Rural,Amazon Prime
21-30,Male,Employed,between 6 and 9 lakhs,Kerala,Kannur,11.8745,75.3704,Rural,Disney+ Hotstar
11-20,Female,Student,,Maharashtra,Thane,19.18,72.9633,Town/City,Netflix
11-20,Female,Student,,Maharashtra,Thane,19.18,72.9633,Town/City,Amazon Prime
11-20,Female,Student,,Maharashtra,Thane,19.18,72.9633,Town/City,Disney+ Hotstar
11-20,Female,Student,,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Netflix
11-20,Male,Student,,Delhi,Delhi,28.66,77.23,Metrpolitan,Netflix
11-20,Male,Student,,Delhi,Delhi,28.66,77.23,Metrpolitan,Amazon Prime
11-20,Male,Student,,Delhi,Delhi,28.66,77.23,Metrpolitan,Disney+ Hotstar
21-30,Male,Student,,Kerala,Thrissur,10.52,76.21,Town/City,Amazon Prime
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Netflix
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Amazon Prime
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Disney+ Hotstar
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,SonyLIV
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Voot
51-60,Female,Homemaker,,Kerala,Thrissur,10.52,76.21,Town/City,Disney+ Hotstar
21-30,Female,Student,,Kerala,Thrissur,10.52,76.21,Town/City,Netflix
21-30,Female,Student,,Kerala,Thrissur,10.52,76.21,Town/City,Amazon Prime
21-30,Male,Employed,less than 1 lakh,Kerala,Thrissur,10.52,76.21,Town/City,Netflix
21-30,Male,Employed,less than 1 lakh,Kerala,Thrissur,10.52,76.21,Town/City,Amazon Prime
21-30,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Netflix
21-30,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Amazon Prime
21-30,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Disney+ Hotstar
21-30,Female,Employed,between 3 and 6 lakhs,Karnataka,Mangalore,12.8703,74.8806,Rural,Netflix
21-30,Female,Employed,between 3 and 6 lakhs,Karnataka,Mangalore,12.8703,74.8806,Rural,Amazon Prime
21-30,Female,Employed,between 3 and 6 lakhs,Karnataka,Mangalore,12.8703,74.8806,Rural,Disney+ Hotstar
21-30,Female,Employed,more than 9 lakhs,Kerala,Kottayam,9.5916,76.5222,Town/City,Netflix
21-30,Female,Employed,more than 9 lakhs,Kerala,Kottayam,9.5916,76.5222,Town/City,Amazon Prime
21-30,Female,Employed,more than 9 lakhs,Kerala,Kottayam,9.5916,76.5222,Town/City,Disney+ Hotstar
11-20,Female,Student,,Uttarakhand,Dehradun,30.3165,78.0322,Town/City,Netflix
11-20,Female,Student,,Uttarakhand,Dehradun,30.3165,78.0322,Town/City,Amazon Prime
21-30,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Netflix
21-30,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Amazon Prime
21-30,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Disney+ Hotstar
21-30,Female,Employed,between 3 and 6 lakhs,Karnataka,Mangalore,12.8703,74.8806,Town/City,Netflix
21-30,Female,Employed,between 3 and 6 lakhs,Karnataka,Mangalore,12.8703,74.8806,Town/City,Amazon Prime
21-30,Female,Employed,between 3 and 6 lakhs,Karnataka,Mangalore,12.8703,74.8806,Town/City,Disney+ Hotstar
21-30,Female,Student,,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Netflix
21-30,Female,Student,,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Amazon Prime
11-20,Female,Student,,West Bengal,Darjeeling,27.0417,88.2631,Town/City,Netflix
11-20,Female,Student,,West Bengal,Darjeeling,27.0417,88.2631,Town/City,Amazon Prime
21-30,Male,Employed,between 1 and  3 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Netflix
21-30,Male,Employed,between 1 and  3 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Amazon Prime
21-30,Male,Employed,between 1 and  3 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Disney+ Hotstar
21-30,Male,Employed,between 1 and  3 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,SonyLIV
21-30,Male,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Netflix
21-30,Male,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Amazon Prime
21-30,Male,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Disney+ Hotstar
21-30,Male,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,SonyLIV
41-50,Female,Unemployed,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Netflix
41-50,Female,Unemployed,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Amazon Prime
41-50,Female,Unemployed,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Disney+ Hotstar
21-30,Female,Student,,Gujarat,Vadodara,22.3,73.2,Town/City,Netflix
21-30,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Amazon Prime
21-30,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Disney+ Hotstar
11-20,Male,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,Netflix
21-30,Female,Student,,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Netflix
21-30,Male,Self Employed,between 1 and  3 lakhs,Kerala,Kochi,9.9667,76.2833,Town/City,Netflix
41-50,Female,Homemaker,,Kerala,Kochi,9.9667,76.2833,Town/City,Disney+ Hotstar
21-30,Male,Employed,between 1 and  3 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Netflix
21-30,Male,Employed,between 1 and  3 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Amazon Prime
21-30,Male,Employed,between 1 and  3 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Disney+ Hotstar
31-40,Female,Employed,between 6 and 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Netflix
31-40,Female,Employed,between 6 and 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Amazon Prime
31-40,Female,Employed,between 6 and 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Disney+ Hotstar
21-30,Male,Student,,Telangana,Hyderabad,17.3667,78.4667,Metrpolitan,Amazon Prime
21-30,Male,Student,,Telangana,Hyderabad,17.3667,78.4667,Metrpolitan,Disney+ Hotstar
21-30,Female,Student,,Kerala,Kollam,8.9969,76.8721,Town/City,Netflix
21-30,Female,Student,,Kerala,Kollam,8.9969,76.8721,Town/City,Amazon Prime
21-30,Female,Student,,Kerala,Kollam,8.9969,76.8721,Town/City,Disney+ Hotstar
21-30,Female,Student,,Uttarakhand,Nainital,29.3919,79.4542,Rural,Netflix
21-30,Female,Student,,Uttarakhand,Nainital,29.3919,79.4542,Rural,Amazon Prime
21-30,Female,Student,,Uttarakhand,Nainital,29.3919,79.4542,Rural,Disney+ Hotstar
11-20,Female,Student,,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Netflix
11-20,Female,Student,,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Amazon Prime
11-20,Female,Student,,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Disney+ Hotstar
11-20,Female,Student,,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,SonyLIV
11-20,Male,Student,,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Netflix
11-20,Male,Student,,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Amazon Prime
11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Netflix
11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Amazon Prime
11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Disney+ Hotstar
11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Netflix
11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Amazon Prime
11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Disney+ Hotstar
11-20,Male,Student,,Kerala,Pilathara,12.0827,75.2625,Town/City,Netflix
41-50,Female,Homemaker,,Kerala,Kottayam,9.5916,76.5222,Rural,Amazon Prime
41-50,Female,Homemaker,,Kerala,Kottayam,9.5916,76.5222,Rural,Disney+ Hotstar
21-30,Male,Employed,between 3 and 6 lakhs,Bihar,Patna,25.61,85.1414,Town/City,Netflix
21-30,Male,Employed,between 3 and 6 lakhs,Bihar,Patna,25.61,85.1414,Town/City,Amazon Prime
21-30,Male,Employed,less than 1 lakh,Kerala,Kannur,11.8745,75.3704,Rural,Netflix
21-30,Male,Employed,less than 1 lakh,Kerala,Kannur,11.8745,75.3704,Rural,Amazon Prime
21-30,Male,Employed,less than 1 lakh,Kerala,Kannur,11.8745,75.3704,Rural,Disney+ Hotstar
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Netflix
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Amazon Prime
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Disney+ Hotstar
31-40,Male,Employed,more than 9 lakhs,Kerala,Thodupuzha,9.8959,76.7184,Town/City,Netflix
31-40,Male,Employed,more than 9 lakhs,Kerala,Thodupuzha,9.8959,76.7184,Town/City,Amazon Prime
31-40,Male,Employed,more than 9 lakhs,Kerala,Thodupuzha,9.8959,76.7184,Town/City,Disney+ Hotstar
21-30,Female,Student,,Karnataka,Mangalore,12.8703,74.8806,Town/City,Amazon Prime
21-30,Female,Student,,Karnataka,Mangalore,12.8703,74.8806,Town/City,Zee5
21-30,Female,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Netflix
21-30,Female,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Disney+ Hotstar
21-30,Female,Student,,Karnataka,Raichur,16.2104,77.355,Town/City,Netflix
21-30,Non binary,Student,,Maharashtra,Thane,19.18,72.9633,Town/City,Netflix
21-30,Non binary,Student,,Maharashtra,Thane,19.18,72.9633,Town/City,Amazon Prime
21-30,Male,Employed,between 3 and 6 lakhs,Kerala,Trivandrum,8.5,76.8997,Town/City,Netflix
11-20,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Amazon Prime
11-20,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Disney+ Hotstar
11-20,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Zee5
11-20,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,SonyLIV
21-30,Female,Student,,Kerala,Kuravilangade,9.7576,76.561,Rural,Amazon Prime
21-30,Male,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Netflix
21-30,Male,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Amazon Prime
21-30,Male,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Telegram
21-30,Male,Student,,Kerala,Ernakulam,9.9816,76.2999,Rural,Telegram
21-30,Male,Student,,Kerala,Chaganasserry,9.4465,76.5402,Town/City,Amazon Prime
21-30,Female,Employed,between 6 and 9 lakhs,Gujarat,Vadodara,22.3,73.2,Town/City,Netflix
21-30,Female,Employed,between 6 and 9 lakhs,Gujarat,Vadodara,22.3,73.2,Town/City,Amazon Prime
21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Netflix
21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Amazon Prime
21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Disney+ Hotstar
21-30,Male,Employed,between 6 and 9 lakhs,Gujarat,Vadodara,22.3,73.2,Town/City,Netflix
21-30,Male,Employed,between 6 and 9 lakhs,Gujarat,Vadodara,22.3,73.2,Town/City,Amazon Prime
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Netflix
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Amazon Prime
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,SonyLIV
21-30,Male,Employed,more than 9 lakhs,Kerala,Kottayam,9.5916,76.5222,Town/City,Netflix
21-30,Male,Employed,more than 9 lakhs,Kerala,Kottayam,9.5916,76.5222,Town/City,Amazon Prime
21-30,Male,Employed,more than 9 lakhs,Kerala,Kottayam,9.5916,76.5222,Town/City,Disney+ Hotstar
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Netflix
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Amazon Prime
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Disney+ Hotstar
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Zee5
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Netflix
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Amazon Prime
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Disney+ Hotstar
21-30,Male,Student,,Kerala,Adoor,9.153,76.7356,Rural,Netflix
21-30,Male,Student,,Kerala,Adoor,9.153,76.7356,Rural,Amazon Prime
21-30,Male,Student,,Kerala,Adoor,9.153,76.7356,Rural,Disney+ Hotstar
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Rural,Netflix
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Rural,Amazon Prime
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Rural,Disney+ Hotstar
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Rural,Zee5
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Rural,Voot
21-30,Male,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Netflix
21-30,Male,Student,,Kerala,Thrissur,10.52,76.21,Town/City,Netflix
21-30,Male,Student,,Kerala,Thrissur,10.52,76.21,Town/City,Amazon Prime
21-30,Male,Student,,Kerala,Thrissur,10.52,76.21,Town/City,Disney+ Hotstar
41-50,Female,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Netflix
41-50,Female,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Amazon Prime
21-30,Male,Student,,Kerala,Thrissur,10.52,76.21,Rural,Netflix
21-30,Male,Student,,Kerala,Kottayam,9.5916,76.5222,Rural,Netflix
21-30,Male,Student,,Kerala,Kottayam,9.5916,76.5222,Rural,Amazon Prime
21-30,Male,Student,,Kerala,Kottayam,9.5916,76.5222,Rural,Disney+ Hotstar
21-30,Male,Student,,Kerala,Kottayam,9.5916,76.5222,Rural,Netflix
21-30,Male,Student,,Kerala,Kottayam,9.5916,76.5222,Rural,Amazon Prime
21-30,Male,Student,,Kerala,Kottayam,9.5916,76.5222,Rural,Disney+ Hotstar
21-30,Male,Student,,Kerala,Kottayam,9.5916,76.5222,Rural,Zee5
21-30,Male,Student,,Kerala,Kottayam,9.5916,76.5222,Rural,SonyLIV
21-30,Male,Student,,Kerala,Kottayam,9.5916,76.5222,Rural,Voot
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Netflix
21-30,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Netflix
21-30,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Amazon Prime
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Netflix
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Amazon Prime
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Disney+ Hotstar
21-30,Female,Student,,Kerala,Pala,9.7131,76.6833,Town/City,Netflix
21-30,Female,Student,,Kerala,Pala,9.7131,76.6833,Town/City,Amazon Prime
21-30,Female,Student,,Kerala,Pala,9.7131,76.6833,Town/City,Disney+ Hotstar
21-30,Female,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Netflix
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Amazon Prime
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Voot
21-30,Female,Student,,Karnataka,Madikeri,12.4244,75.7382,Town/City,Netflix
21-30,Female,Student,,Karnataka,Madikeri,12.4244,75.7382,Town/City,Amazon Prime
21-30,Female,Student,,Karnataka,Madikeri,12.4244,75.7382,Town/City,Disney+ Hotstar
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Netflix
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Amazon Prime
21-30,Male,Student,,Goa,Old Goa,15.502,73.91,Town/City,Netflix
21-30,Male,Student,,Goa,Old Goa,15.502,73.91,Town/City,Disney+ Hotstar
11-20,Male,Student,,Kerala,Kochi,9.9667,76.2833,Metrpolitan,Netflix
