Age,Age_Category,Gender,Occupational_Status,State,City,Latitude,Longitude,Residence,Favourite_Shows,Series_Genre
21,21-30,Female,Student,Bihar,Patna,25.61,85.1414,Town/City,Friends,Comedy
19,11-20,Male,Student,Bihar,Patna,25.61,85.1414,Town/City,Money Heist,Crime
19,11-20,Male,Student,Bihar,Patna,25.61,85.1414,Town/City,Friends,Comedy
19,11-20,Male,Student,Bihar,Patna,25.61,85.1414,Town/City,How I Met Your Mother,Romantic Comedy
34,31-40,Male,Employed,Karnataka ,Bangalore,12.9699,77.598,Metrpolitan,Mandalorian,Adventure
34,31-40,Male,Employed,Karnataka ,Bangalore,12.9699,77.598,Metrpolitan,Family Man,Action
34,31-40,Male,Employed,Karnataka ,Bangalore,12.9699,77.598,Metrpolitan,Asur,Indian TV series
22,21-30,Male,Student,Uttar Pradesh,Haridwar,29.9457,78.1642,Town/City,The Big Bang Theory,Comedy
22,21-30,Male,Student,Uttar Pradesh,Haridwar,29.9457,78.1642,Town/City,Flames,Indian TV series
22,21-30,Male,Student,Uttar Pradesh,Haridwar,29.9457,78.1642,Town/City,Yeh Hai Meri Family,Indian TV series
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,Reply 1988,K-drama
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,Hotel Del Luna,K-drama
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,Sweet Home,Horror
20,11-20,Male,Student,Kerala,Alapuzha,9.4981,76.3388,Town/City,Stranger Things,Horror
20,11-20,Male,Student,Kerala,Alapuzha,9.4981,76.3388,Town/City,Sex Education,Comedy
20,11-20,Male,Student,Kerala,Alapuzha,9.4981,76.3388,Town/City,The Vampire Diaries,Horror
22,21-30,Female,Student,Kerala,Tirur,10.9167,75.9245,Town/City,The Office,Comedy
22,21-30,Female,Student,Kerala,Tirur,10.9167,75.9245,Town/City,Squid Game,K-drama
22,21-30,Female,Student,Kerala,Tirur,10.9167,75.9245,Town/City,Only Murders in the Building,Mystery
22,21-30,Female,Student,Kerala,Pathanamthitta,9.2647,76.7872,Rural,Money Heist,Crime
22,21-30,Female,Student,Kerala,Pathanamthitta,9.2647,76.7872,Rural,Friends,Comedy
22,21-30,Female,Student,Kerala,Pathanamthitta,9.2647,76.7872,Rural,Sherlock Holmes,Mystery
27,21-30,Female,Student,Uttar Pradesh ,Varanasi,25.3189,83.0128,Town/City,Bridgerton,Drama
27,21-30,Female,Student,Uttar Pradesh ,Varanasi,25.3189,83.0128,Town/City,Dark,Thriller
27,21-30,Female,Student,Uttar Pradesh ,Varanasi,25.3189,83.0128,Town/City,This is US,Comedy-drama
21,21-30,Male,Student,Kerala ,Ernakulam,9.9816,76.2999,Town/City,13 Reasons Why,Drama
21,21-30,Male,Student,Kerala ,Ernakulam,9.9816,76.2999,Town/City,Looking For Alaska,Fiction
21,21-30,Male,Student,Kerala ,Ernakulam,9.9816,76.2999,Town/City,Breaking Bad,Crime
21,21-30,Female,Student,West Bengal ,Siliguri,26.72,88.42,Town/City,The Vampire Diaries,Horror
21,21-30,Female,Student,West Bengal ,Siliguri,26.72,88.42,Town/City,Hotel Del Luna,K-drama
21,21-30,Female,Student,West Bengal ,Siliguri,26.72,88.42,Town/City,Vincenzo,K-drama
21,21-30,Male,Employed,Rajasthan,Jaipur,26.9167,75.8667,Town/City,Mirzapur,Indian TV series
21,21-30,Male,Employed,Rajasthan,Jaipur,26.9167,75.8667,Town/City,Family Man,Action
21,21-30,Male,Employed,Rajasthan,Jaipur,26.9167,75.8667,Town/City,Money Heist,Crime
21,21-30,Female,Student,Kerala,Ernakulam,9.9816,76.2999,Rural,Friends,Comedy
21,21-30,Female,Student,Kerala,Ernakulam,9.9816,76.2999,Rural,Breaking Bad,Crime
21,21-30,Female,Student,Kerala,Ernakulam,9.9816,76.2999,Rural,Stranger Things,Horror
21,21-30,Male,Student,Kerala,Kochi,9.9667,76.2833,Metrpolitan,One Piece,Anime
21,21-30,Male,Student,Kerala,Kochi,9.9667,76.2833,Metrpolitan,Loki,Superhero
21,21-30,Male,Student,Kerala,Kochi,9.9667,76.2833,Metrpolitan,WandaVision,Superhero
31,31-40,Female,Employed,Uttar Pradesh,Varanasi,25.3189,83.0128,Town/City,Black Mirror,Sci-Fi
31,31-40,Female,Employed,Uttar Pradesh,Varanasi,25.3189,83.0128,Town/City,The Big Bang Theory,Comedy
31,31-40,Female,Employed,Uttar Pradesh,Varanasi,25.3189,83.0128,Town/City,Friends,Comedy
19,11-20,Female,Student,Bihar,Patna,25.61,85.1414,Town/City,You,Thriller
19,11-20,Female,Student,Bihar,Patna,25.61,85.1414,Town/City,The End Of The Fucking World,Drama
19,11-20,Female,Student,Bihar,Patna,25.61,85.1414,Town/City,Ye Kaali Kaali Ankhein,Indian TV series
22,21-30,Male,Student,Kerala,Pala,9.7131,76.6833,Town/City,Locke and Key,Fantasy
22,21-30,Male,Student,Kerala,Pala,9.7131,76.6833,Town/City,Spartacus,Action
22,21-30,Male,Student,Kerala,Pala,9.7131,76.6833,Town/City,Outlander,Historical Drama
23,21-30,Male,Student,Jharkhand ,Ranchi,23.3556,85.3347,Town/City,Panchayat,Indian TV series
23,21-30,Male,Student,Jharkhand ,Ranchi,23.3556,85.3347,Town/City,Mirzapur,Indian TV series
23,21-30,Male,Student,Jharkhand ,Ranchi,23.3556,85.3347,Town/City,Money Heist,Crime
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,Prison Break,Action
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,Stranger Things,Horror
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,Money Heist,Crime
25,21-30,Male,Employed,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Cobra Kai,Comedy-drama
25,21-30,Male,Employed,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Rick And Morty,Comedy
22,21-30,Female,Student,Karnataka ,Bangalore,12.9699,77.598,Town/City,What The Folks,Indian TV series
22,21-30,Female,Student,Karnataka ,Bangalore,12.9699,77.598,Town/City,Mismatched,Indian TV series
22,21-30,Female,Student,Karnataka ,Bangalore,12.9699,77.598,Town/City,Little Things,Indian TV series
22,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Vagabond,K-drama
22,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Squid Game,K-drama
22,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,The Silent Sea,Sci-Fi
22,21-30,Male,Employed,Karnataka ,Bangalore,12.9699,77.598,Rural,Flash,Superhero
22,21-30,Male,Employed,Karnataka ,Bangalore,12.9699,77.598,Rural,Supergirl,Superhero
22,21-30,Male,Employed,Karnataka ,Bangalore,12.9699,77.598,Rural,Stranger Things,Horror
18,11-20,Female,Student,Bihar,Patna,25.61,85.1414,Town/City,Money Heist,Crime
18,11-20,Female,Student,Bihar,Patna,25.61,85.1414,Town/City,Sex Education,Comedy
18,11-20,Female,Student,Bihar,Patna,25.61,85.1414,Town/City,Little Things,Indian TV series
20,11-20,Male,Unemployed,Kerala,Kochi,9.9667,76.2833,Town/City,Dark,Thriller
20,11-20,Male,Unemployed,Kerala,Kochi,9.9667,76.2833,Town/City,12 Monkeys,Sci-Fi
20,11-20,Male,Unemployed,Kerala,Kochi,9.9667,76.2833,Town/City,Loki,Superhero
21,21-30,Female,Student,Kerala,Kottayam,9.5916,76.5222,Town/City,Sex Education,Comedy
21,21-30,Female,Student,Kerala,Kottayam,9.5916,76.5222,Town/City,Reply 1988,K-drama
21,21-30,Female,Student,Kerala,Kottayam,9.5916,76.5222,Town/City,Euphoria,Drama
20,11-20,Female,Student,Kerala,Kottayam,9.5916,76.5222,Town/City,Ginny & Georgia,Comedy-drama
20,11-20,Female,Student,Kerala,Kottayam,9.5916,76.5222,Town/City,Stranger Things,Horror
20,11-20,Female,Student,Kerala,Kottayam,9.5916,76.5222,Town/City,Sweet Tooth,Fantasy
21,21-30,Female,Student,Madhya Pradesh ,Bhopal,23.25,77.4167,Town/City,Goblin,K-drama
21,21-30,Female,Student,Madhya Pradesh ,Bhopal,23.25,77.4167,Town/City,Addicted,Thriller
21,21-30,Female,Student,Madhya Pradesh ,Bhopal,23.25,77.4167,Town/City,Game of Thrones,Fantasy
20,11-20,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,WandaVision,Superhero
20,11-20,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,Hospital Playlist 2,Medical Drama
20,11-20,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,Only Murders In The Building,Mystery
20,11-20,Male,Student,Karnataka,Ballari,15.1394,76.9214,Rural,Friends,Comedy
20,11-20,Male,Student,Karnataka,Ballari,15.1394,76.9214,Rural,Flower Of Evil,Drama
20,11-20,Male,Student,Karnataka,Ballari,15.1394,76.9214,Rural,Brooklyn Nine-Nine,Comedy
21,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Breaking Bad,Crime
21,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Money Heist,Crime
21,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Suits,Drama
22,21-30,Female,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,Oruchiri Eruchiri Bmbur Chiri,Indian TV Reality Show
22,21-30,Female,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,Saregamapa,Indian TV Reality Show
22,21-30,Female,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,Super Singer,Indian TV Reality Show
23,21-30,Male,Student,Kerala,Palakkad,10.7867,76.6548,Town/City,Naruto,Anime
23,21-30,Male,Student,Kerala,Palakkad,10.7867,76.6548,Town/City,The Big Bang Theory,Comedy
23,21-30,Male,Student,Kerala,Palakkad,10.7867,76.6548,Town/City,Loki,Superhero
23,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Peaky Blinders,Action
23,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Office,Comedy
23,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,The Ranch,Comedy
23,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Jack Ryan,Thriller
24,21-30,Male,Employed,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Dark,Thriller
24,21-30,Male,Employed,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Mr. Robot,Drama
24,21-30,Male,Employed,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,You,Thriller
20,11-20,Male,Student,Karnataka,Bhatkal,13.9993,74.5408,Rural,Money Heist,Crime
20,11-20,Male,Student,Karnataka,Bhatkal,13.9993,74.5408,Rural,Stranger Things,Horror
20,11-20,Male,Student,Karnataka,Bhatkal,13.9993,74.5408,Rural,Chernobyl,Historical Drama
19,11-20,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,God Befriended Me,Comedy
21,21-30,Male,Student,Karnataka ,Tiptur,13.2593,76.4786,Town/City,The Big Bang Theory,Comedy
21,21-30,Male,Student,Karnataka ,Tiptur,13.2593,76.4786,Town/City,Family Man,Action
21,21-30,Male,Student,Karnataka ,Tiptur,13.2593,76.4786,Town/City,Mumbai Diaries 26/11,Medical Drama
19,11-20,Female,Student,Kerala,Kannur,11.8745,75.3704,Rural,Money Heist,Crime
19,11-20,Female,Student,Kerala,Kannur,11.8745,75.3704,Rural,Game of Thrones,Fantasy
19,11-20,Female,Student,Kerala,Kannur,11.8745,75.3704,Rural,Elite,Drama
18,11-20,Female,Student,Bihar,Patna,25.61,85.1414,Town/City,Vincenzo,K-drama
18,11-20,Female,Student,Bihar,Patna,25.61,85.1414,Town/City,Shadowhunters,Fantasy
20,11-20,Male,Student,Bihar,Gaya,24.75,85.0167,Town/City,Suits,Drama
20,11-20,Male,Student,Bihar,Gaya,24.75,85.0167,Town/City,Demon Slayer Season 2,Anime
20,11-20,Male,Student,Bihar,Gaya,24.75,85.0167,Town/City,Special Ops,Thriller
23,21-30,Female,Student,Uttar Pradesh,Agra,27.18,78.02,Town/City,The Witcher,Fantasy
23,21-30,Female,Student,Uttar Pradesh,Agra,27.18,78.02,Town/City,Lucifer,Fantasy
23,21-30,Female,Student,Uttar Pradesh,Agra,27.18,78.02,Town/City,Crown,Drama
21,21-30,Male,Student,Kerala,Kochi,9.9667,76.2833,Rural,Westworld,Sci-Fi
21,21-30,Male,Student,Kerala,Kochi,9.9667,76.2833,Rural,Game Of Thrones,Action
21,21-30,Male,Student,Kerala,Kochi,9.9667,76.2833,Rural,Sex Education,Comedy
22,21-30,Female,Student,Karnataka,Mangalore,12.8703,74.8806,Town/City,Four More Shots Please,Romance
22,21-30,Female,Student,Karnataka,Mangalore,12.8703,74.8806,Town/City,Made In Heaven,Romance
22,21-30,Female,Student,Karnataka,Mangalore,12.8703,74.8806,Town/City,Family Man,Action
22,21-30,Male,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,Chakkapazham,Comedy
22,21-30,Male,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,Karikku,Comedy
22,21-30,Male,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,Kanimangalam Kovilam,Comedy
34,31-40,Male,Employed,Haryana,Jhajjar,28.6055,76.6538,Rural,Hanna,Action
22,21-30,Female,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,Goblin,K-drama
22,21-30,Female,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,Emily in Paris,Comedy
22,21-30,Female,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,New Girl,Comedy
21,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,The Umbrella Academy,Superhero
21,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Lucifer,Fantasy
17,11-20,Female,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,Yeh Rishta Kya Kehlata Hai,Indian TV Series
17,11-20,Female,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,Sen Cal Kapimi,Romantic Comedy
17,11-20,Female,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,Unforgettable Love,C-drama
26,21-30,Male,Employed,Kerala,Kochi,9.9667,76.2833,Town/City,Attack On Titan,Anime
26,21-30,Male,Employed,Kerala,Kochi,9.9667,76.2833,Town/City,Seven Deadly Sins,Fantasy
26,21-30,Male,Employed,Kerala,Kochi,9.9667,76.2833,Town/City,Sex Education,Comedy
17,11-20,Female,Student,Karnataka,Chikmagalur,13.3161,75.772,Town/City,Yeh Dil Mera,Indian TV Series
17,11-20,Female,Student,Karnataka,Chikmagalur,13.3161,75.772,Town/City,Kuch Rang Pyar Ke Aise Bhi,Indian TV Series
17,11-20,Female,Student,Karnataka,Chikmagalur,13.3161,75.772,Town/City,Jodha Akbar,Indian TV Series
18,11-20,Male,Student,Bihar ,Madhepura,25.924,86.7946,Town/City,Game Of Thrones,Action
18,11-20,Male,Student,Bihar ,Madhepura,25.924,86.7946,Town/City,Mirzapur,Indian TV series
18,11-20,Male,Student,Bihar ,Madhepura,25.924,86.7946,Town/City,Family Man,Action
27,21-30,Female,Employed,Bihar,Patna,25.61,85.1414,Town/City,Squid Game,K-drama
27,21-30,Female,Employed,Bihar,Patna,25.61,85.1414,Town/City,Friends,Comedy
27,21-30,Female,Employed,Bihar,Patna,25.61,85.1414,Town/City,Mr.Bean,Comedy
22,21-30,Female,Student,Karnataka ,Bangalore,12.9699,77.598,Town/City,Boys Over Flowers,K-drama
22,21-30,Female,Student,Karnataka ,Bangalore,12.9699,77.598,Town/City,Vincenzo,K-drama
22,21-30,Female,Student,Karnataka ,Bangalore,12.9699,77.598,Town/City,Descendants Of The Sun,K-drama
21,21-30,Female,Unemployed,Kerala,Ernakulam,9.9816,76.2999,Town/City,All Of Us Are Dead,K-drama
21,21-30,Female,Unemployed,Kerala,Ernakulam,9.9816,76.2999,Town/City,Strangers From Hell,K-drama
21,21-30,Female,Unemployed,Kerala,Ernakulam,9.9816,76.2999,Town/City,Dark,Thriller
21,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Rural,Suits,Drama
21,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Rural,Peaky Blinders,Action
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Money Heist,Crime
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Sherlock Holmes,Mystery
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Shark Tank,Indian TV Reality Show
15,11-20,Female,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,Stranger Things,Horror
15,11-20,Female,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,Squid Game,K-drama
15,11-20,Female,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,Alice in Borderland,Thriller
47,41-50,Female,Unemployed,Kerala,Ernakulam,9.9816,76.2999,Town/City,Stranger Things,Horror
22,21-30,Female,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,Dark,Thriller
22,21-30,Female,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,Strangers From Hell,K-drama
22,21-30,Female,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,All Of Us Are Dead,K-drama
21,21-30,Male,Student,Karnataka,Gangavathi,15.4319,76.5281,Town/City,Dark,Thriller
21,21-30,Male,Student,Karnataka,Gangavathi,15.4319,76.5281,Town/City,Breaking Bad,Crime
21,21-30,Male,Student,Karnataka,Gangavathi,15.4319,76.5281,Town/City,Death Note,Anime
21,21-30,Male,Student,Uttar Pradesh,Lucknow,26.847,80.947,Town/City,Mirzapur,Indian TV series
21,21-30,Male,Student,Uttar Pradesh,Lucknow,26.847,80.947,Town/City,JL50,Sci-Fi
21,21-30,Male,Student,Uttar Pradesh,Lucknow,26.847,80.947,Town/City,Community,Comedy
21,21-30,Male,Student,Uttar Pradesh,Lucknow,26.847,80.947,Town/City,Brooklyn Nine-Nine,Comedy
20,11-20,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,Downton Abbey,Romance
20,11-20,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,The Big Bang Theory,Comedy
20,11-20,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,Squid Game,K-drama
21,21-30,Female,Student,Kerala,Kottayam,9.5916,76.5222,Rural,Train, Mystery
21,21-30,Female,Student,Kerala,Kottayam,9.5916,76.5222,Rural,Voice,Thriller
21,21-30,Female,Student,Kerala,Kottayam,9.5916,76.5222,Rural,Mouse,Sci-Fi
21,21-30,Male,Student,Bihar,Patna,25.61,85.1414,Town/City,Stranger Things,Horror
21,21-30,Male,Student,Bihar,Patna,25.61,85.1414,Town/City,Scam 1992,Thriller
21,21-30,Male,Student,Bihar,Patna,25.61,85.1414,Town/City,Panchayat,Indian TV series
21,21-30,Male,Student,Kerala,Kochi,9.9667,76.2833,Town/City,Stranger Things,Horror
21,21-30,Male,Student,Kerala,Kochi,9.9667,76.2833,Town/City,Sex Education,Comedy
21,21-30,Male,Student,Kerala,Kochi,9.9667,76.2833,Town/City,Money Heist,Crime
21,21-30,Female,Student,Karnataka ,Tumkur,13.33,77.1,Town/City,Tale Of the Nine Tailed,K-drama
21,21-30,Female,Student,Karnataka ,Tumkur,13.33,77.1,Town/City,It's Okay To Not Be Okay,K-drama
21,21-30,Female,Student,Karnataka ,Tumkur,13.33,77.1,Town/City,Goblin,K-drama
24,21-30,Male,Employed,Karnataka ,Bangalore,12.9699,77.598,Town/City,Dopesick,Drama
24,21-30,Male,Employed,Karnataka ,Bangalore,12.9699,77.598,Town/City,Unbelievable,Crime
24,21-30,Male,Employed,Karnataka ,Bangalore,12.9699,77.598,Town/City,Chernobyl,Historical Drama
22,21-30,Female,Student,Bihar,Patna,25.61,85.1414,Town/City,Big Boss,Indian TV Reality Show
21,21-30,Male,Student,Kerala ,Pala,9.7131,76.6833,Rural,Money Heist,Crime
31,31-40,Female,Employed,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Little Things,Indian TV series
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Dark,Thriller
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Asur,Indian TV series
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Lost In Space,Sci-Fi
22,21-30,Female,Student,Maharashtra ,Mumbai,18.9667,72.8333,Metrpolitan,Schitt's Creek,Comedy
22,21-30,Female,Student,Maharashtra ,Mumbai,18.9667,72.8333,Metrpolitan,The Office,Comedy
22,21-30,Female,Student,Maharashtra ,Mumbai,18.9667,72.8333,Metrpolitan,What If...?,Animation
21,21-30,Female,Student,Nagaland ,Chumukudima,25.8041,93.7541,Town/City,Dororo,Anime
21,21-30,Female,Student,Nagaland ,Chumukudima,25.8041,93.7541,Town/City,The Promised Neverland,Anime
21,21-30,Female,Student,Nagaland ,Chumukudima,25.8041,93.7541,Town/City,Jujutsu Kaisen,Anime
